,time,tweet,emotion
251,2021-11-04T04:24:55.000Z,May the festival of lights illuminate your life with joy and happiness. Happy Diwali. 🪔,Joy
252,2021-11-03T18:30:21.000Z,🇮🇳 https://t.co/ViOqpw4kAh,Trust
253,2021-10-30T11:45:39.000Z,Happy birthday Mike. Have a great day mate. @CoachHesson,Surprise
254,2021-10-23T13:31:47.000Z,🇮🇳 https://t.co/dzPWqWu8Om,Trust
255,2021-10-21T06:29:40.000Z,"People: Big match on Sunday. You're nervous, right?

Me: https://t.co/HXDWeKrYFR",Anticipation
256,2021-10-20T06:29:27.000Z,❤️ https://t.co/Dfv0qh7sAQ,Joy
257,2021-10-19T06:00:18.000Z,"Congratulations for completing 50 years! @vitabiotics has empowered millions to improve their own health through innovation in nutrition.

I’m proud to be with @Wellmanin1 which helps me be at my best.

Take Test@ https://t.co/7qcjYi5Dej   

Shop@ https://t.co/t2j90AQ3pO
#AD https://t.co/fLUXqoT6hv",Joy
258,2021-10-18T06:32:44.000Z,"Shikhi, how's this one? 😉
@SDhawan25 https://t.co/nhq4q2CxSZ",Surprise
259,2021-10-17T11:33:03.000Z,"Over the next few weeks, I'll be sharing a series of my personal tips for celebrating a meaningful Diwali with loved ones and family. Stay tuned by following my Pinterest profile 'viratkohli' - link in bio 🪔

@Pinterest
#diwali2021 #AD https://t.co/KKFxyK3UTG",Joy
260,2021-10-16T11:16:45.000Z,Blown away and mesmerised by this kids talent @sanchitstyle. He is beyond exceptional. Hats off to you god bless you. Had goosebumps watching him dance. 🙏🏼 https://t.co/1pccij1jXE,Joy
261,2021-10-15T06:29:18.000Z,This is what playing in bubbles feels like. https://t.co/e1rEf0pCEh,Joy
262,2021-10-15T05:19:34.000Z,"Wishing everyone a very Happy Dussehra. May this festival bring joy, peace, happiness and prosperity to you and your loved ones.",Joy
263,2021-10-12T07:27:49.000Z,"Not the result we wanted but I am so proud of the character shown by the boys throughout the tournament. A disappointing end but we can hold our heads high. Thank you to all the fans, management &amp; the support staff for your constant support. 🙏 @RCBTweets https://t.co/VxZLc5NKAG",Trust
264,2021-10-11T06:03:17.000Z,Happy birthday to the versatile and the evergreen @SrBachchan sir. 🎂🤗 Wishing you good health and happiness always.,Joy
265,2021-10-10T18:18:31.000Z,"Anddddd the king is back ❤️the greatest finisher ever in the game. Made me jump Outta my seat once again tonight.
@msdhoni",Surprise
266,2021-10-10T15:26:02.000Z,Downtime 😌 #recoverysesh https://t.co/47F7gkhInt,Joy
267,2021-10-08T18:09:24.000Z,"Important win before the big match on Monday. Well played Bharat &amp; Maxi 👏👏
@RCBTweets https://t.co/qFEwKQLSsG",Surprise
268,2021-10-07T15:27:36.000Z,"Results are not in your hands, but the effort is. https://t.co/Y5aZlndsX5",Trust
269,2021-10-06T04:52:25.000Z,Happy birthday hulk. Have a great day. God bless you 😘 @buntysajdeh https://t.co/UE5ITK8adi,Joy
270,2021-10-05T15:24:09.000Z,"Prepping. 🏏
@RCBTweets https://t.co/Ef8yZ2fnC8",Joy
271,2021-10-04T07:25:58.000Z,Congratulations boys. Keep going. 💪💪 #RiseAgain https://t.co/ryffiTikXH,Surprise
272,2021-10-04T05:13:58.000Z,"#AD
Match-ready, sale ready. 😎 The @Flipkart #BigBillionDays sale is live. Happy shopping! https://t.co/EK8mclf9q1",Joy
273,2021-10-03T16:01:50.000Z,Good showing by the boys. We take it one game at a time 💪 https://t.co/eYR2VuGy8F,Trust
274,2021-10-02T15:34:01.000Z,®️ E A D Y https://t.co/ODzobzAxGW,Joy
275,2021-10-02T05:01:33.000Z,"#AD
Everyone needs some kind of support to keep going, and I’m no different. I get nutritional support for my body from @Herbalifeindia https://t.co/74RJ6m9lbr",Joy
276,2021-10-01T16:46:49.000Z,Absolutely loving our new athleisure range 😍 https://t.co/f0SS4kXXZq,Joy
277,2021-10-01T07:01:12.000Z,"#AD
The big flip is finally here, guys! Join me and absolutely flip it with Wrogn Casuals. Get your own pair from the new Wrogn footwear collection on @Flipkart
#FlipItWithWrognCasuals #TheBigBillionDaysSpecials #TheBigBillionDays https://t.co/WzfZHjnfQ5",Joy
278,2021-09-29T17:55:30.000Z,"Way to go boys 👍
Showcasing fighting spirit and giving it all. Onto the next one 💪 @RCBTweets https://t.co/P55wJQgZAT",Joy
279,2021-09-28T13:34:10.000Z,🏏 https://t.co/VjCm3YuJGu,Trust
280,2021-09-27T05:45:46.000Z,"#AD
Join The Wellman Movement with me to prove #AgeIsJustANumber.

Steps you need to follow:

1. Share a unique video which proves that “Age is just a number”.

2. Tag me and @Wellmanin1

3. Use hashtags #AgeIsJustANumber and #wellman https://t.co/aE0SfG0HpI",Surprise
281,2021-09-26T18:14:09.000Z,"Incredible win. Terrific character on display. 💯
Congrats Harshal on the hat-trick 👏 #PlayBold @RCBTweets https://t.co/ptz8MUaQPG",Joy
282,2021-09-22T11:05:26.000Z,"#AD 
Audi and I have always shared an incredible passion for progress. And today marks the launch of the Audi e-tron GT and Audi RS e-tron GT. Only through progress can we advance electric mobility and change the world for the better. #Audi #etronGT #FutureIsAnAttitude https://t.co/Dd0TNeJ00A",Joy
283,2021-09-22T07:52:58.000Z,Wishing @JayShah a very happy birthday. May god bless you. 😊,Joy
284,2021-09-19T15:30:53.000Z,"Playing for a special cause tomorrow where we honour our frontline superheroes 💙
@RCBTweets @IPL https://t.co/nFmMzh9XfI",Surprise
285,2021-09-19T05:08:23.000Z,"What an amazing journey it has been, from proudly wearing one8 as my jersey number, to building it into a brand close to my heart. I am excited to announce that https://t.co/GJC0ejjIwD is now live! 💻 🙌🏼 #BeReadyBeBetter #one8 #AD https://t.co/1wQEatScXk",Joy
286,2021-09-17T05:01:24.000Z,Warm birthday greetings to our honourable PM @narendramodi ji. May you be blessed with good health and happiness.,Joy
287,2021-09-16T14:07:17.000Z,@JayShah Thank you Jay 😊,Joy
288,2021-09-16T12:23:15.000Z,🇮🇳 ❤️ https://t.co/Ds7okjhj9J,Joy
289,2021-09-16T04:39:02.000Z,"#AD
🚀💪 @Hyperice

I'm excited to join #TeamHyperice as their newest global ambassador and athlete investor. I'm already such a fan of their recovery and performance products as they help me stay at my best both on and off the pitch.

Do What You Love. More. https://t.co/Lp32QHRMT9",Fear
290,2021-09-14T15:45:20.000Z,"Honoured to wear Blue for RCB on 20th September, to pay tribute to frontline warriors who have worked selflessly leading this fight against the Covid pandemic wearing blue PPE kits. #1Team1Fight #PlayBold https://t.co/1VR3Ur1nXc",Joy
291,2021-09-14T09:14:07.000Z,"We are proud to announce that after months of hard work, our Trauma &amp; Rehab Centre for Stray Animals in association with Vivaldis &amp; Awaaz is now ready for operations. The Malad centre will treat injured stray animals &amp; provide them with medical support

#VKF #AllLivesMatter https://t.co/Vwvlg8fNKe",Trust
292,2021-09-08T15:25:53.000Z,"Congratulations to all our para-athletes on your fantastic performance and record haul of winning 19 medals at the 
@Paralympics 👏👏
You have made the whole nation proud. Well done. Jai Hind 🇮🇳🙏",Joy
293,2021-09-08T08:39:12.000Z,"#AD
Boot 🆙 for the cricket 🏏season with these cool kicks from @pumacricket #one8 https://t.co/7ruzMKVjtJ",Fear
294,2021-09-06T16:46:53.000Z,"Tough situations build strong people. Onto the next one. 
#TeamIndia 🇮🇳💪 https://t.co/fJx8A240MS",Trust
295,2021-08-23T18:06:06.000Z,There's literally no substitute to hard work. https://t.co/bvN4BevnEg,Sadness
296,2021-08-23T15:34:41.000Z,"Sending my best wishes and support to the 🇮🇳 contingent at the Tokyo Paralympics. I am cheering for each one of you and I am sure you will make us proud. 
#TeamIndia #Praise4Para #Tokyo2020",Trust
297,2021-08-18T08:10:40.000Z,"#ad
Recent times have been tough on each one of us. But with the support of each other, we have come out stronger. @Herbalifeindia and I believe that together we can achieve anything we set our minds to.

Let’s keep at it and be there for each other. https://t.co/VWn8i6MiuC",Trust
298,2021-08-16T18:51:49.000Z,"What a game of cricket 👌
Everyone stepping up, love the commitment and attitude. Way to go boys 🇮🇳 💪 https://t.co/hSgmxkLiiP",Joy
299,2021-08-10T08:00:58.000Z,"#Partnership
No ⏸️. Just ▶️

Ace your day with one8 No Gas deodorants.

Go on... And on! For exclusive offers,
click here- https://t.co/m0NEFAjYQm

@Flipkart @ScentialsWorld

#one8 #one8fragrances #nogas https://t.co/sNiDT8rw9C",Trust
300,2021-08-09T13:48:39.000Z,Work never stops. ⏳ https://t.co/5MpecW2Z2Q,Joy
301,2021-08-08T16:32:20.000Z,"Congratulations to all our winners and participants at the Olympics. Winning and losing is a part of sport, but what matters is you gave your best for the nation. We are so proud of you and I wish you all the very best going forward. Jai Hind. 🇮🇳🙏
#tokyo2020 #TeamIndia https://t.co/xHkfQVutWg",Joy
302,2021-08-02T19:47:00.000Z,"Happy Birthday skip. I hope you have a blessed day like every other day in your life &amp; I always wish you the best. I'm grateful for our friendship that's been formed very organically and contrary to belief, we've majorly connected on Delhi street food memories. 😂 @chetrisunil11",Trust
303,2021-08-02T15:17:14.000Z,Stronger together https://t.co/7XKqNV5A4X,Trust
304,2021-08-01T06:10:15.000Z,"Happy Friendship Day MRF (My Reliable Friend) @ABdeVilliers17 🤜🤛 @MRFWorldwide
#ad https://t.co/qxPK6Q1OvB",Joy
305,2021-07-30T13:37:58.000Z,"#OnlySeeGreat @pumacricket
#ad https://t.co/sisJoUcpUz",Joy
306,2021-07-30T07:10:27.000Z,✨ 📸- @AnushkaSharma https://t.co/F1YAW7VFkE,Trust
307,2021-07-26T14:51:17.000Z,"Let's come together and support all our athletes participating in the #Tokyo Olympics 🇮🇳
#Cheer4India https://t.co/gSP2bOKpmq",Surprise
308,2021-07-26T09:22:19.000Z,"What a phenomenal race. Victory for #TeamIndia at the #LondonEPrix of @FIAFormulaE 🏎️ Goosebumps to hear the national anthem at the E-Prix!

Things are getting super exciting! What a brilliant weekend for India in sports.🇮🇳
@one8world",Joy
309,2021-07-25T09:40:51.000Z,Work done ✅ 🏋️‍♂️ https://t.co/i77zXbubTa,Joy
310,2021-07-23T08:07:29.000Z,".@sportshonours is back with its third edition and I am glad to support this initiative which #honours the achievements of our Indian athletes and celebrates their success 🇮🇳
@rpsggroup @AudiIN @vkfofficial @cornerstoneway 
#ISH #bluerising #RPSG #AudiIndia #cornerstonesport #VKF https://t.co/u0xyja07aR",Trust
311,2021-07-22T18:41:51.000Z,Remember who you are and don’t let ANYONE convince you otherwise. ⏳ https://t.co/wz32WIc2Fk,Trust
312,2021-07-20T18:05:22.000Z,Great win by the boys. From a tough situation to pull it off was an amazing effort. Great to watch. Well done DC and Surya. Tremendous knocks under pressure. 🇮🇳,Joy
313,2021-07-17T13:21:05.000Z,"When you absolutely love what you do, everything just flows ❤️🏏 https://t.co/ket7qq2vDg",Joy
314,2021-07-16T12:48:02.000Z,Back at it 🏏🇮🇳 https://t.co/HPsBXif2bm,Joy
315,2021-07-07T07:03:53.000Z,"Today, an icon who was loved by generations passes away. Rest in peace Dilip ji. My condolences to the family 🙏",Sadness
316,2021-07-07T05:29:50.000Z,Happy birthday skip 💙🇮🇳 @msdhoni https://t.co/ydUQXb7ZzK,Surprise
317,2021-07-06T15:00:54.000Z,🏋️🏋️‍♂️ https://t.co/Z6rkGcApPb,Joy
318,2021-07-03T08:22:15.000Z,"Happy birthday Bhajju Pa. 
God bless you with a good life and lots of happiness. 🍰
@harbhajan_singh",Joy
319,2021-06-24T16:04:51.000Z,This isn’t just a team. It’s a family. We move ahead. TOGETHER 💙🇮🇳 https://t.co/E5ATtCGWLo,Trust
320,2021-06-20T08:26:38.000Z,"Happy father's day to all the father's all across the world. Of all the wonderful things that God has blessed me with, being a father is by far the greatest joy and blessing . As I miss my old man this day, I also celebrate our memories together. ❤️",Joy
321,2021-06-19T07:48:27.000Z,A legacy that inspired a whole nation to aim for excellence. To never give up and chase your dreams. Rest in Peace #MilkhaSingh ji 🙏. You will never be forgotten. https://t.co/IXVmM86Hiv,Trust
322,2021-06-17T09:45:48.000Z,🇮🇳 https://t.co/efvCsjizpe,Trust
323,2021-06-14T14:08:19.000Z,"I’ve tried my best moves😁 
I'm sure you can dance better than me. So,do the #DigitDance,shoot a video, spread the word about insurance and don't forget to tag @heydigit,I would love to lose the dance battle to you😀Check out https://t.co/5h1UsejAGE
#SwitchToDigit #DigitInsurance https://t.co/ATpK3XJerx",Trust
324,2021-06-14T11:42:20.000Z,These quicks are dominating everyday 👍🇮🇳 @mdsirajofficial @ImIshant https://t.co/anUrYhgaRu,Trust
325,2021-06-12T07:31:10.000Z,"With Too Yumm! potato chips, my wait for Aloo ends here!!🙌Just like Inspector Shinde’s search for masala ends here. Welcome back Aloo in the most Masaledaar avatar.
@TooYumm https://t.co/ltcRWytAcX",Joy
326,2021-06-11T15:55:42.000Z,RT @AudiIN: Audi X @imVkohli: A partnership that keeps growing stronger and scaling new heights. Here’s to new milestones #MovingForward. h…,Trust
327,2021-06-09T12:38:58.000Z,The sun brings out smiles 😃🌞 @RealShubmanGill @cheteshwar1 https://t.co/lD7u5oXvf2,Joy
328,2021-06-01T08:46:20.000Z,I never claimed to be vegan. Always maintained I'm vegetarian. Take a deep breath and eat your Veggies (if you want 😉)💪😂✌️,Fear
329,2021-05-27T12:15:47.000Z,"Happy b'day Ravi bhai . Have a good one 🤝☺️
@RaviShastriOfc",Surprise
330,2021-05-26T10:22:06.000Z,@chetrisunil11 Yeah right skip. Aap Mauj lelo poori 😂,Sadness
331,2021-05-25T14:20:09.000Z,Accidental crossbar challenge 😂 https://t.co/koeSSKGQeb,Surprise
332,2021-05-14T13:51:23.000Z,"Anushka and I appreciate each one of you who came forward to support the nation. We are truly grateful. Jai Hind 🇮🇳
#InThisTogether #ActNow #OxygenForEveryone #TogetherWeCan #SocialForGood

@ketto @actgrants https://t.co/HzAORFW7Sl",Joy
333,2021-05-14T05:01:26.000Z,"Words fall short to express how overwhelmed we feel to have exceeded our target not once, but twice, thanks to each one of you. To everyone who has donated, shared, &amp; helped in any way, I want to say a big thank you. We are #InThisTogether &amp; we will overcome this together. https://t.co/M7NeqDc532",Trust
334,2021-05-13T09:40:47.000Z,"In these unprecedented times, let the spirit of Eid bring love, peace and joy to all. Eid Mubarak. Stay safe. 🌙",Joy
335,2021-05-12T11:14:22.000Z,"Thank you MPL Sports Foundation for your generous contribution of 5 crore in our fight against Covid-19. With your help we have now increased our target to 11 crore. Anushka &amp; I are deeply grateful for your unconditional support. 🙏

@PlayMPL

#InThisTogether #ActNow",Joy
336,2021-05-10T08:29:32.000Z,"Thanks to each &amp; every one of you who has donated so far. But there is still so much to be done. Let us all continue to serve &amp; support our country. Every little bit makes a difference. Link in bio.

Stay home, stay safe &amp; step out only when necessary. 🙏

#InThisTogether #ActNow https://t.co/Ily267iaeY",Fear
337,2021-05-09T05:03:10.000Z,"I have nothing but gratitude for all the healthcare &amp; frontline workers, I am in awe of their spirit and dedication. I also want to thank all the people who came forward in such difficult times &amp; helped each other. India is grateful to have heroes like you.

#InThisTogether🇮🇳 https://t.co/2YywzjRN4C",Trust
338,2021-05-08T05:00:06.000Z,"3.6 crores in less than 24 hours! Overwhelmed with the response. Let’s keep fighting to meet our target and help the country. Thank you.🙏

#InThisTogether #ActNow #OxygenForEveryone #TogetherWeCan #SocialForGood

@ketto @actgrants https://t.co/ZCyAlrgOXj",Trust
339,2021-05-07T08:30:24.000Z,"Requesting you all to come forward and show your support to our country and our people. We are #InThisTogether 

Link in Bio 🙏🏻 

#ActNow #OxygenForEveryone #TogetherWeCan #SocialForGood

@ketto @actgrants https://t.co/ER6kAXkAJp",Joy
340,2021-05-07T05:02:00.000Z,"Anushka and I have started a campaign on @ketto, to raise funds for Covid-19 relief, and we would be grateful for your support. 

Let’s all come together and help those around us in need of our support.

I urge you all to join our movement. 

Link in Bio! 🙏

#InThisTogether https://t.co/RjpbOP2i4G",Trust
341,2021-04-24T07:10:19.000Z,One of the greatest to have ever played the game and an inspiration to many. Happy Birthday @sachin_rt paaji.,Surprise
342,2021-04-23T10:26:13.000Z,Si Señor! 💪🏼 And top signing for @pumacricket &amp; @RCBTweets ✍️😁 https://t.co/2NFMuqgqHB,Surprise
343,2021-04-22T18:43:59.000Z,"Another important win, great character shown by the boys. Onwards &amp; Upwards 🙌💪
#playbold 
@RCBTweets https://t.co/NJmezk1xgq",Joy
344,2021-04-20T07:53:19.000Z,❤️ https://t.co/GxUMRAfq5P,Joy
345,2021-04-19T16:16:09.000Z,#onlyseegreat https://t.co/Q7cAIl2JJp,Joy
346,2021-04-19T05:04:37.000Z,".@PlayMPL pe akal lagao! 🧠
Are you ready to make your Fantasy Teams this T20 season? #HainAkalKheloMPL https://t.co/awaHvGPseq",Surprise
347,2021-04-18T14:52:35.000Z,"What a special evening, today. 
3 out of 3 wins &amp; my debut for this amazing franchise 13 years ago, on this day. Thank you to each one of you for your love &amp; support. ❤️
@RCBTweets https://t.co/fTLoVsNbU3",Joy
348,2021-04-16T04:58:57.000Z,"Action-packed race at Rome last weekend. Proud to see the electrifying performance from #TeamIndia. Congratulations on the season’s first podium at the @FIAFormulaE world championship. Go #TeamIndia . Good luck for the next race👍.

#RomeEPrix @one8world",Trust
349,2021-04-15T05:14:42.000Z,"#OnlySeeGreat 💪
@PUMA @pumacricket https://t.co/5I0MU1djno",Joy
350,2021-04-14T18:14:16.000Z,"Onto the next one ❤️👍
@RCBTweets https://t.co/Lt4woVr8oA",Joy
351,2021-04-13T11:31:55.000Z,"Chilling with these dudes post practice @ABdeVilliers17
@HarshalPatel23 https://t.co/Y06h8QnIXg",Surprise
352,2021-04-12T13:06:24.000Z,"Participate in the VIVO IPL #PerfectFan contest, answer simple questions and get a chance to meet me! 🙂

Are you the perfect fan I’m looking for?  Check out this video from @Vivo_India and find out more. https://t.co/NnWlaxYV3t",Joy
353,2021-04-10T05:11:31.000Z,"Partnership is everything. 🤝
We'll find the perfect pair of PUMA Nitros together. Click on the link and let's get talking. 💪
@PUMA #RunPUMA

Link : https://t.co/gyihnpz0xJ https://t.co/mDpMMIQiJw",Trust
354,2021-04-09T18:23:01.000Z,"Tough game but happy to be on the winning side. 
#playbold
@RCBTweets https://t.co/3UNhRunXDO",Surprise
355,2021-04-09T09:25:15.000Z,Never seen this side of Rahul bhai 🤯🤣 https://t.co/4W93p0Gk7m,Surprise
356,2021-04-08T14:35:58.000Z,"Focused &amp; ready to go.
#playbold @RCBTweets https://t.co/HeIRkiQ3P5",Anticipation
357,2021-04-07T15:43:56.000Z,No doubt and that's why we've got you on our team now 🙌 @usainbolt @pumacricket https://t.co/1k3ZkTozR5,Surprise
358,2021-04-06T11:30:40.000Z,"Hey RCB fans! We are back, proudly representing the red &amp; gold brigade.
 
A cracking contest awaits us as we face MI in our opening clash of #VIVOIPL. Tell me your mantra to #PlayBold using #KohliMantra. 
 
Mark your calendars – April 9, 7:30 PM. The heat is on! 🔥 #SabKuchRoKo",Joy
359,2021-04-04T10:42:12.000Z,Absolutely tragic to hear about the loss of lives of our brave jawans. My condolences to the bereaved families. 🙏,Sadness
360,2021-04-04T05:33:15.000Z,"To ensure health &amp; support to stray animals, @vkfofficial has now taken its first step towards animal welfare in collaboration with Vivaldis. I want to thank my wife @AnushkaSharma for inspiring me by her passion towards animals &amp; for being a constant advocate for animal rights. https://t.co/OWWL6z33W0",Joy
361,2021-04-03T05:13:22.000Z,"An offer that you cannot miss!
So let's get straight ""two"" it! 😃
To shop, hit the link- https://t.co/jhYSiWKhvr
@Flipkart @ScentialsWorld @one8world
#one8fragrances https://t.co/tSR4GYp2vB",Joy
362,2021-04-01T13:31:09.000Z,"In the end, it's you who you have to answer to. https://t.co/9o96NsUAaP",Trust
363,2021-03-30T05:08:50.000Z,"One of us wins, all of us win. Am I right? 😉 Hello, @RCBTweets's newest and fastest teammate @pumacricket https://t.co/XHmKTiAgkc",Surprise
364,2021-03-29T11:53:30.000Z,"May this colorful festival bring peace, joy and prosperity in everyone's lives. Wishing everyone a very happy holi.",Joy
365,2021-03-29T10:59:54.000Z,@ABdeVilliers17 Hope you're still fast between the wickets.,Trust
366,2021-03-29T10:30:21.000Z,No rest days. From here on its all about speed #IPL https://t.co/ULkpYmO1uI,Joy
367,2021-03-28T17:54:43.000Z,"3 out of 3 🏆
#TeamIndia https://t.co/0tB1NCh65R",Joy
368,2021-03-24T12:23:58.000Z,Happy birthday @krunalpandya24. May you have a great year ahead. 🎂🥳,Surprise
369,2021-03-24T05:17:27.000Z,"Why wait for your AC to cool when you can get a fast-cooling Blue Star AC? ❄️
@BlueStarLtd https://t.co/7cGDElID0M",Sadness
370,2021-03-23T16:16:06.000Z,"1 🆙, two to go 💪
#TeamIndia 🇮🇳 https://t.co/zk5UmdF1Fb",Joy
371,2021-03-22T13:35:00.000Z,⏳ https://t.co/WvTeMyeRZ5,Trust
372,2021-03-21T05:09:13.000Z,"#Newlaunch
A kit for your all travel needs!🙌
Look and feel your best on the move with the #one8 holiday kit! 
Get yours from - https://t.co/WiD2FNk7Z3
@ScentialsWorld @one8world @Flipkart
#one8 #one8fragrances https://t.co/v6REvcqTGA",Fear
373,2021-03-20T18:38:58.000Z,🏆 https://t.co/ByGLRMLauT,Trust
374,2021-03-19T14:01:36.000Z,Fake candid shot 📸 https://t.co/3ZCNTDVBn6,Surprise
375,2021-03-18T18:44:44.000Z,And the hard work continues 💪🇮🇳 https://t.co/p92QLR8Enu,Joy
376,2021-03-14T18:06:53.000Z,Top game for us 👍 https://t.co/wpY25XEMAf,Surprise
377,2021-03-11T05:35:30.000Z,"New week, new format, same mission. Let's get it. 💪🇮🇳 https://t.co/Fd7wTZAgux",Trust
378,2021-03-08T05:58:47.000Z,Happy Women's Day to all the amazing women of the world. The strength of society is the strength of women.,Joy
379,2021-03-07T11:07:16.000Z,"Happy birthday to the greatest ever. The fearless king. Sir viv 🙌👑
@ivivianrichards",Fear
380,2021-03-06T11:36:34.000Z,"We worked really hard for this, happy to be in the finals. Looking forward. 🏆
#TeamIndia https://t.co/cTzFkVheRl",Surprise
381,2021-03-03T12:34:29.000Z,❤️...🏏 https://t.co/k6TVOljuIA,Joy
382,2021-03-02T05:06:50.000Z,"A deo combo that helps you feel fresh and stay cool. 🤙
Get it on @Flipkart Super Saver Days from 1st to 3rd March. 🙌
To shop, hit the link- https://t.co/ATVw6qKtbB
@ScentialsWorld @one8world
#one8fragrances https://t.co/9BAPEUjSII",Trust
383,2021-03-01T11:16:10.000Z,The boys who make life hard in the gym but easy on the field🤝👏🇮🇳 https://t.co/L8vQcpTSSp,Trust
384,2021-02-28T05:07:15.000Z,"The beginning of all great things for Team @one8world 🙌

Super stoked to announce that my lifestyle brand, will be represented in the world's fastest growing and most sustainable sport, the FIA Formula E World Championship. Let us join together and cheer for #TeamIndia 🇮🇳 https://t.co/ZtbLpXUDc6",Joy
385,2021-02-25T15:22:34.000Z,"An absolute outstanding team effort. 💯
Brilliant on the field. Way to go boys 🇮🇳👏 https://t.co/No0dXnbGmG",Trust
386,2021-02-23T12:05:36.000Z,"📍Motera Stadium 
#TeamIndia https://t.co/GllgEwtUgJ",Joy
387,2021-02-20T05:11:09.000Z,"If you vibe with it, get your hands on these today!👌Best offers await you @ScentialsWorld . Head to https://t.co/82JOQTTuo9
@one8world #one8 #one8fragrances https://t.co/Y5bVfXRBgU",Joy
388,2021-02-19T16:24:19.000Z,Consistency is the 🔑 https://t.co/GybCwqFgCl,Trust
389,2021-02-18T13:33:33.000Z,"🔥 on the field. The shoe and the wearer 😉. @pumacricket 19 one8 FH turning up the heat.
#IPL2021
.
Shop now ➡️ https://t.co/5D0Xaa1jp3
@one8world #one8 https://t.co/hDwpedrfr1",Joy
390,2021-02-16T07:45:20.000Z,Superb character and fighting spirit on display.🙌 Well done boys. The focus is now on the next one. 🇮🇳💪 https://t.co/TEVceiOhYM,Joy
391,2021-02-12T05:07:44.000Z,The work goes on 👊👊 https://t.co/3AHPP0dpvN,Joy
392,2021-02-03T17:20:37.000Z,Let us all stay united in this hour of disagreements. Farmers are an integral part of our country and I'm sure an amicable solution will be found between all parties to bring about peace and move forward together. #IndiaTogether,Joy
393,2021-02-03T05:08:25.000Z,"The first step to becoming a professional sportsperson is to start early and get quality coaching. With @fcgsoccercamps, an online program by FC Goa,  you get this along with player masterclasses, workshops on nutrition &amp; more. Head to https://t.co/9WERvHDMGe . #DreamsStartHere",Fear
394,2021-01-31T08:15:12.000Z,🇮🇳 https://t.co/jGez2Na675,Trust
395,2021-01-26T04:58:01.000Z,The future depends on what we do today. Let's be the strength of our nation and help it reach greater heights. Wishing everyone a Happy Republic Day. Jai Hind 🇮🇳.,Joy
396,2021-01-25T05:08:17.000Z,"Teamed up with @MarcBartra @officialasafa @pumacricket to test these new kicks. Light shoes, heavy work. @PUMA Fuse 🤟 #PumaPerformance https://t.co/Hu5cTpxsbY",Joy
397,2021-01-25T04:03:45.000Z,"Happy birthday pujji @cheteshwar1.  Wish you good health, happiness and more hours at the crease 😃. Have a great year ahead.",Joy
398,2021-01-24T05:07:28.000Z,"We do everything online today. Why not football? Sports &amp; learning should always continue, especially for children. Proud that my team is taking this step to make football accessible to all. Join the FC Goa National Soccer Camp at https://t.co/9WERvHDMGe. Your #DreamsStartHere",Trust
399,2021-01-23T05:03:21.000Z,"#one8blends - Your secret to confidence. 👍
Get yours from the link below.

https://t.co/HTFOWXdC09

@one8world @ScentialsWorld @Flipkart 
#one8fragrances https://t.co/doZt8V3n4q",Trust
400,2021-01-22T14:46:00.000Z,#100MillionHeroes 👏🏼 @HeroMotoCorp https://t.co/QK6IIVdki2,Surprise
401,2021-01-19T08:22:27.000Z,"WHAT A WIN!!! Yessssss. To everyone who doubted us after Adelaide, stand up and take notice. Exemplary performance but the grit and determination was the standout for us the whole way. Well done to all the boys and the management. Enjoy this historic feat lads. Cheers 👏🏼🇮🇳 @BCCI https://t.co/CgWElgOOO1",Joy
402,2021-01-17T08:33:24.000Z,"@ThePropheC is at a whole different level altogether and Sardool Saab 🙏🏼👏🏼

https://t.co/gv3h99ZjF7",Joy
403,2021-01-17T06:56:15.000Z,Outstanding application and belief by @Sundarwashi5 and @imShard. This is what test cricket is all about. Washy top composure on debut and tula parat maanla re Thakur! 👏👌,Joy
404,2021-01-16T05:23:53.000Z,"Heartbroken to hear about the demise of Hardik and Krunal's dad. Spoke to him a couple of times, looked a joyful and full of life person. May his soul rest in peace. Stay strong you two. @hardikpandya7 @krunalpandya24",Joy
405,2021-01-11T10:42:09.000Z,♥️ https://t.co/js3SkZJTsH,Joy
406,2021-01-10T09:45:59.000Z,The incident needs to be looked at with absolute urgency and seriousness and strict action against the offenders should set things straight for once.,Joy
407,2021-01-10T09:45:58.000Z,"Racial abuse is absolutely unacceptable. Having gone through many incidents of really pathetic things said on the boundary Iines, this is the absolute peak of rowdy behaviour. It's sad to see this happen on the field.",Joy
408,2021-01-06T05:00:36.000Z,"Get the perfect boost of confidence with #one8fragrances
Check them out now! https://t.co/2xNh3SiVK4
@one8world @ScentialsWorld @Flipkart https://t.co/h6fUJXtW7u",Joy
409,2021-01-06T04:33:30.000Z,Happy Birthday @therealkapildev 🎂. Wishing you happy times ahead for you and your family. Have a wonderful and a healthy year ahead.,Joy
410,2021-01-05T09:52:44.000Z,✌️😁 https://t.co/4aX9KYZjjv,Joy
411,2021-01-02T09:14:27.000Z,Praying for your speedy recovery. Get well soon 🙏 @SGanguly99,Anticipation
412,2021-01-01T10:16:12.000Z,"Friends who test negative together spend positive time together! ☺️ Nothing like a get together at home with friends in a safe environment. May this year bring a lot of hope, joy, happiness and good health. Stay safe! #HappyNewYear2021 https://t.co/EyFcUBLqMi",Joy
413,2020-12-29T04:04:14.000Z,"What a win this is, absolutely amazing effort by the whole team. Couldn't be happier for the boys and specially Jinks who led the team to victory amazingly. Onwards and upwards from here 💪🇮🇳",Joy
