time,tweet
2015-02-14T07:06:27.000Z,@@SahooIpsita . Hi Ipsita . I am Ipsit Sahoo . Please follow me on Twitter . I want to be ur friend .
2015-02-14T07:04:47.000Z,@ipsitasahoo28 Hi Ipsita . I am Ipsit Sahoo . Please follow me . I want to be ur friend .
2015-01-31T15:14:39.000Z,@sangramji115 I'm Ipsit Sahoo.
2015-01-28T07:15:28.000Z,@ArvindKejriwal Hi
2015-01-28T07:15:16.000Z,"RT @ArvindKejriwal: Last yr, farzi stings were shown against 6 of our candidates a few days before elections to defame us(1/5)"
2015-01-28T07:08:11.000Z,@@bubay700 Hi
2015-01-27T16:49:32.000Z,@hellocleve Hi
2015-01-27T16:48:14.000Z,@lils6283838 @Ryan__cleveland @hellocleve  Ok
2015-01-27T13:55:32.000Z,@lils6283838 @Ryan__cleveland @hellocleve Hi
2015-01-27T13:53:30.000Z,"@sangramji115 

Hi"
2015-01-27T12:08:42.000Z,@Newsroompostcom
2015-01-27T12:07:02.000Z,@ChopraPriyanka9
2015-01-27T05:58:09.000Z,@ChopraPriyanka9 HI
2015-01-27T03:57:08.000Z,RT @WSJIndia: Obama begins last day in India with town hall. http://t.co/clvw8cRw8a (pic AFP/Getty) http://t.co/s7LJOCi14R
2015-01-26T19:52:14.000Z,@SonalMunot thanks
2015-01-26T19:50:27.000Z,@PriyankaC777 @ChopraPriyanka9 HI
2015-01-26T19:49:35.000Z,@PriyankaC777 @ChopraPriyanka9
2015-01-26T19:46:49.000Z,@NatureNews
2015-01-26T19:46:35.000Z,RT @UCBrowser: Which among UC Browser for Android's new features is your favorite? Have a try on the new version from Google play! https://…
2015-01-26T19:46:31.000Z,@UCBrowser
2015-01-26T19:46:27.000Z,RT @mashable: These are the most crucial items you need to stock up on before a big storm: http://t.co/1Amaf50OJE #blizzardof2015
2015-01-26T19:46:19.000Z,RT @mashable: The Empire State Building has vanished from view on our live cam. #blizzardof2015 http://t.co/NVWIa9hfSq http://t.co/deUT28y6…
2015-01-26T19:46:13.000Z,@HemantSanganee @sonamakapoor @DKDTheMovie @RajkummarRao @arbaazSkhan @PulkitSamrat
2015-01-26T19:46:13.000Z,@nytimesscience
2015-01-26T19:45:15.000Z,"RT @kalyanisaha: With my favourite sisters , in my favourite city, the most stylish Kapur siblings @sonamakapoor @RheaKapoor j'adore http:/…"
2015-01-26T19:45:15.000Z,RT @shahidkapoor: Midnight shenanigans. http://t.co/yslMq5xPpw
2015-01-26T19:44:49.000Z,@kalyanisaha @sonamakapoor @RheaKapoor Hi
2015-01-26T19:43:14.000Z,@@santoshinipooja
2015-01-26T19:40:54.000Z,@priyankachopra
2015-01-26T19:40:29.000Z,@SrBachchan
2015-01-18T12:48:37.000Z,RT @3shha: Robibarer sokal toh puro jomey utheche! #BaisheyShrabon on Jalsha movies! #MyFav @paramspeak @srijitspeaketh @prosenjitbumba @Ve…
2015-01-17T13:59:22.000Z,"#latest PK boxoffice collections lag behind 3 Idiots. read more: http://t.co/auJHT65mpU"""
2015-01-17T08:44:09.000Z,@filmfare
2015-01-17T08:43:58.000Z,"RT @IndiaToday: Apple iPhone 6s may come with 2GB RAM
http://t.co/0pvBJTC1YI http://t.co/GiWGZaqVQO"
2015-01-17T08:43:40.000Z,"RT @filmfare: 8 biopics to watch out for.

Read on: http://t.co/SB6S5rnOsw http://t.co/gwUxx1qqLj"
2015-01-16T11:50:53.000Z,"RT @SahooTribikram: When life starts teaching you , every second you face with a naked truth."
2014-08-22T07:53:22.000Z,RT @htShowbiz: Keanu Reeves to play hitman in Rain: http://t.co/9ys4SuzSkO http://t.co/n0ZggWBdIE
2014-08-20T09:25:08.000Z,"RT @filmfare: Video: Watch the new vibrant song from Daawat-e-Ishq, Rangreli. http://t.co/9tll3Tg7X8 http://t.co/b4okRMpANp"
2014-08-20T09:24:50.000Z,"RT @timesofindia: Modi’s decision to wind up plan panel “knee-jerk”, Congress says http://t.co/R4VDw6AeFL"
2014-08-20T09:24:48.000Z,RT @htTweets: 111-yr-old Japanese recognised as world's oldest man http://t.co/JZHKyFkDAr http://t.co/AL7slsRw8x
2014-05-24T13:33:47.000Z,@debapn hi
2014-03-22T07:01:18.000Z,@debapn hi
2012-08-28T14:14:38.000Z,@ipsit_sahoo @littleitalykids HIIIIIIIIIIIIIIII
2012-08-17T15:25:02.000Z,@littleitalykids   hello  eear ?
2012-08-16T15:42:25.000Z,@anuchoudhury  hiiiiiiiiiiii i am great  pan   of  u
2012-08-16T15:37:09.000Z,@rakesh09in hiiiiiiiiiiiiii
2012-08-16T15:16:18.000Z,riya  sen
