id,time,Valence,Arousal,Dominance,emotion,Found Words,Sadness,Joy,Trust,Fear,Surprise,Anticipation,Anger,Disgust
844,2012-07-12T18:56:29.000Z,6.5525,4.2675,5.965,Trust,"['hilarious', 'answer', 'question', 'return']",0.02,0.02,0.73,0.02,0.02,0.02,0.02,0.02
847,2012-07-12T09:15:05.000Z,6.95,4.29,6.89,Surprise,['help'],0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02
848,2012-07-12T03:21:11.000Z,6.744999999999999,4.48,5.59,Joy,"['travel', 'time']",0.02,0.75,0.02,0.02,0.02,0.02,0.02,0.02
849,2012-07-09T16:48:49.000Z,6.55,4.71,5.12,Surprise,['guy'],0.02,0.02,0.02,0.02,0.73,0.02,0.02,0.02
850,2012-07-08T15:56:30.000Z,6.42,3.33,6.08,Surprise,['fish'],0.03,0.03,0.03,0.03,0.71,0.03,0.03,0.03
851,2012-07-08T10:03:42.000Z,5.42,4.36,5.44,Trust,['man'],0.04,0.04,0.6,0.04,0.04,0.04,0.04,0.04
852,2012-07-06T18:07:05.000Z,6.97,3.41,6.085,Joy,"['view', 'story']",0.02,0.77,0.02,0.02,0.02,0.02,0.02,0.02
853,2012-07-04T17:43:26.000Z,6.11,4.2,5.33,Surprise,['flight'],0.03,0.03,0.03,0.03,0.68,0.03,0.03,0.03
854,2012-07-04T16:26:32.000Z,6.335,5.556666666666668,5.933333333333334,Trust,"['happy', 'country', 'neg-one', 'neg-compete', 'happy', 'birthday']",0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03
855,2012-07-04T15:23:51.000Z,6.06,4.9,5.28,Joy,['fly'],0.03,0.67,0.03,0.03,0.03,0.03,0.03,0.03
856,2012-06-29T19:33:29.000Z,6.218333333333334,4.028333333333333,5.746666666666666,Surprise,"['look', 'happen', 'let', 'cruise', 'see', 'magic']",0.03,0.03,0.03,0.03,0.69,0.03,0.03,0.03
857,2012-06-29T19:30:19.000Z,4.953333333333333,4.456666666666667,5.1033333333333335,Trust,"['koala', 'infestation', 'would']",0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
858,2012-06-29T18:41:08.000Z,5.28,4.13,5.055,Surprise,"['catfish', 'flounder']",0.04,0.04,0.04,0.04,0.59,0.04,0.04,0.04
859,2012-06-29T03:44:35.000Z,4.76,4.24,5.434,Trust,"['beware', 'use', 'image', 'permission', 'submission']",0.05,0.05,0.53,0.05,0.05,0.05,0.05,0.05
860,2012-06-29T00:30:18.000Z,5.482857142857144,3.6957142857142857,5.798571428571429,Anger,"['tire', 'go', 'see', 'fifty', 'shade', 'place', 'stop']",0.04,0.04,0.04,0.04,0.04,0.04,0.61,0.04
861,2012-06-27T21:50:51.000Z,5.661428571428572,4.024285714285714,5.6885714285714295,Fear,"['tweet', 'pray', 'man', 'read', 'act', 'wasp', 'house']",0.04,0.04,0.04,0.63,0.04,0.04,0.04,0.04
862,2012-06-27T17:57:01.000Z,6.385,3.5325,5.9275,Surprise,"['nice', 'morning', 'sea', 'trout']",0.03,0.03,0.03,0.03,0.71,0.03,0.03,0.03
863,2012-06-27T10:43:01.000Z,6.3249999999999975,3.505,5.3450000000000015,Joy,"['fishing', 'time']",0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03
864,2012-06-27T02:54:24.000Z,7.21,5.1,5.7,Surprise,['beach'],0.01,0.01,0.01,0.01,0.8,0.01,0.01,0.01
865,2012-06-26T23:41:36.000Z,5.975,3.815,5.67,Surprise,"['sup', 'fish']",0.03,0.03,0.03,0.03,0.66,0.03,0.03,0.03
866,2012-06-26T23:29:34.000Z,5.663333333333332,5.033333333333333,5.366666666666667,Fear,"['remember', 'awesome', 'terrifying']",0.04,0.04,0.04,0.63,0.04,0.04,0.04,0.04
867,2012-06-24T16:54:14.000Z,6.28,4.08,6.043333333333332,Surprise,"['catch', 'friend', 'morning']",0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03
868,2012-06-23T04:20:54.000Z,5.607142857142856,4.271428571428571,5.522857142857144,Trust,"['hop', 'van', 'horn', 'speak', 'mind', 'take', 'fine']",0.04,0.04,0.62,0.04,0.04,0.04,0.04,0.04
869,2012-06-23T04:19:47.000Z,5.245,4.691666666666666,5.376666666666668,Surprise,"['say', 'legit', 'team', 'hog', 'neg-imagine', 'neg-hog']",0.05,0.05,0.05,0.05,0.58,0.05,0.05,0.05
870,2012-06-23T04:18:46.000Z,4.7360000000000015,4.248,5.102,Trust,"['close', 'strike', 'difference', 'tough', 'neg-hit']",0.05,0.05,0.53,0.05,0.05,0.05,0.05,0.05
871,2012-06-23T04:13:15.000Z,5.33,4.105,6.055,Joy,"['zone', 'say']",0.04,0.59,0.04,0.04,0.04,0.04,0.04,0.04
872,2012-06-23T04:02:22.000Z,5.0633333333333335,4.576666666666666,5.5,Joy,"['pull', 'trigger', 'zone']",0.05,0.56,0.05,0.05,0.05,0.05,0.05,0.05
873,2012-06-23T04:01:30.000Z,7.38,5.2,7.37,Joy,['goodness'],0.01,0.82,0.01,0.01,0.01,0.01,0.01,0.01
874,2012-06-23T03:58:24.000Z,7.125,3.925,6.165,Trust,"['guy', 'safe']",0.02,0.02,0.79,0.02,0.02,0.02,0.02,0.02
875,2012-06-23T03:54:41.000Z,4.485,4.975,5.08,Surprise,"['say', 'strike']",0.06,0.06,0.06,0.06,0.5,0.06,0.06,0.06
876,2012-06-23T03:54:18.000Z,4.75,3.78,5.23,Joy,['zone'],0.05,0.53,0.05,0.05,0.05,0.05,0.05,0.05
877,2012-06-23T03:44:04.000Z,5.3525,4.75,4.96,Trust,"['neg-make', 'neg-stuff', 'story', 'one']",0.04,0.04,0.59,0.04,0.04,0.04,0.04,0.04
878,2012-06-23T03:36:49.000Z,4.23,4.9325,4.315,Trust,"['hog', 'zone', 'neg-look', 'neg-consistent']",0.06,0.06,0.47,0.06,0.06,0.06,0.06,0.06
879,2012-06-23T03:26:32.000Z,5.7639999999999985,3.9,5.4239999999999995,Surprise,"['delicious', 'subway', 'foot', 'avocado', 'sub']",0.04,0.04,0.04,0.04,0.64,0.04,0.04,0.04
880,2012-06-23T03:01:33.000Z,4.75,3.78,5.23,Trust,['zone'],0.05,0.05,0.53,0.05,0.05,0.05,0.05,0.05
881,2012-06-23T01:27:14.000Z,5.5,3.43,5.53,Surprise,['happen'],0.04,0.04,0.04,0.04,0.61,0.04,0.04,0.04
882,2012-06-22T23:46:08.000Z,5.605,4.3,5.6475,Sadness,"['word', 'glad', 'neg-see', 'tweet']",0.62,0.04,0.04,0.04,0.04,0.04,0.04,0.04
883,2012-06-22T19:40:56.000Z,5.6175,4.1375,5.55,Surprise,"['day', 'grad', 'school', 'fall']",0.04,0.04,0.04,0.04,0.62,0.04,0.04,0.04
884,2012-06-22T13:31:20.000Z,5.705,3.975,5.855,Surprise,"['day', 'work']",0.04,0.04,0.04,0.04,0.63,0.04,0.04,0.04
885,2012-06-22T11:02:38.000Z,4.715,5.38,5.029999999999999,Joy,"['unemployed', 'awake']",0.05,0.52,0.05,0.05,0.05,0.05,0.05,0.05
886,2012-06-22T04:11:51.000Z,5.91,4.12,6.04,Fear,['solo'],0.03,0.03,0.03,0.66,0.03,0.03,0.03,0.03
887,2012-06-22T04:05:15.000Z,4.77,5.75,5.89,Trust,['heat'],0.05,0.05,0.53,0.05,0.05,0.05,0.05,0.05
888,2012-06-22T03:02:52.000Z,4.508,4.65,4.464,Trust,"['shot', 'time', 'mention', 'speed', 'dead']",0.06,0.06,0.5,0.06,0.06,0.06,0.06,0.06
889,2012-06-22T03:00:20.000Z,5.161666666666667,4.526666666666666,5.025,Anticipation,"['man', 'hog', 'game', 'stress', 'wonder', 'thunder']",0.05,0.05,0.05,0.05,0.05,0.57,0.05,0.05
892,2012-06-21T21:08:06.000Z,6.043333333333332,5.213333333333333,5.779999999999999,Sadness,"['neg-job', 'real', 'life']",0.67,0.03,0.03,0.03,0.03,0.03,0.03,0.03
893,2012-06-21T19:50:49.000Z,2.67,5.26,3.38,Sadness,['unemployed'],0.3,0.09,0.09,0.09,0.09,0.09,0.09,0.09
894,2012-06-20T20:05:21.000Z,6.4836363636363625,4.388181818181819,5.825454545454545,Joy,"['congrats', 'proud', 'new', 'head', 'baseball', 'coach', 'go', 'make', 'boy', 'successful', 'go']",0.03,0.72,0.03,0.03,0.03,0.03,0.03,0.03
895,2012-06-20T15:22:01.000Z,6.173333333333334,4.75,5.426666666666668,Joy,"['run', 'people', 'run']",0.03,0.69,0.03,0.03,0.03,0.03,0.03,0.03
897,2012-06-19T14:15:14.000Z,5.925,4.336666666666666,5.6033333333333335,Trust,"['mean', 'let', 'face', 'baby', 'great', 'video']",0.03,0.03,0.66,0.03,0.03,0.03,0.03,0.03
898,2012-06-19T14:12:20.000Z,6.40125,4.10625,6.02375,Joy,"['day', 'work', 'listen', 'reason', 'feel', 'like', 'would', 'proud']",0.03,0.71,0.03,0.03,0.03,0.03,0.03,0.03
899,2012-06-19T04:20:23.000Z,3.84,6.265,4.779999999999999,Trust,"['neg-way', 'lose']",0.07,0.07,0.43,0.07,0.07,0.07,0.07,0.07
900,2012-06-19T04:03:52.000Z,4.55,2.9,4.68,Trust,['hog'],0.06,0.06,0.51,0.06,0.06,0.06,0.06,0.06
901,2012-06-19T02:34:28.000Z,5.9700000000000015,4.95,6.195,Trust,"['set', 'speed']",0.03,0.03,0.66,0.03,0.03,0.03,0.03,0.03
902,2012-06-19T00:17:43.000Z,5.0275,5.1325,4.7575,Sadness,"['game', 'cry', 'dugout', 'player']",0.56,0.05,0.05,0.05,0.05,0.05,0.05,0.05
903,2012-06-19T00:16:03.000Z,5.251666666666667,4.3966666666666665,5.32,Joy,"['plate', 'umpire', 'state', 'game', 'rough', 'go']",0.05,0.58,0.05,0.05,0.05,0.05,0.05,0.05
904,2012-06-18T14:46:55.000Z,6.17,5.055,6.58,Surprise,"['win', 'streak']",0.03,0.03,0.03,0.03,0.69,0.03,0.03,0.03
905,2012-06-18T04:15:00.000Z,6.541666666666668,4.945,5.683333333333334,Surprise,"['delightful', 'leprechaun', 'accent', 'look', 'like', 'want']",0.02,0.02,0.02,0.02,0.73,0.02,0.02,0.02
906,2012-06-18T04:12:43.000Z,5.33,4.14,5.41,Surprise,['secret'],0.04,0.04,0.04,0.04,0.59,0.04,0.04,0.04
907,2012-06-16T19:57:41.000Z,4.6,3.55,5.315,Sadness,"['disappoint', 'order']",0.51,0.06,0.06,0.06,0.06,0.06,0.06,0.06
908,2012-06-15T13:54:54.000Z,6.55,4.9239999999999995,6.1179999999999986,Anticipation,"['sweet', 'pretty', 'exciting', 'biz', 'segment']",0.02,0.02,0.02,0.02,0.02,0.73,0.02,0.02
910,2012-06-15T12:45:39.000Z,5.05,4.33,6.12,Joy,['work'],0.05,0.56,0.05,0.05,0.05,0.05,0.05,0.05
911,2012-06-15T12:45:14.000Z,6.318,3.664,6.098,Fear,"['imagine', 'get', 'bed', 'thing', 'cover']",0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03
912,2012-06-15T03:50:30.000Z,6.395,4.1225000000000005,5.48,Surprise,"['think', 'thunder', 'suppose', 'good']",0.03,0.03,0.03,0.03,0.71,0.03,0.03,0.03
913,2012-06-14T02:52:24.000Z,5.27,3.33,5.28,Surprise,['week'],0.04,0.04,0.04,0.04,0.59,0.04,0.04,0.04
914,2012-06-13T18:26:47.000Z,6.94,4.05,5.96,Trust,['congrats'],0.02,0.02,0.77,0.02,0.02,0.02,0.02,0.02
915,2012-06-13T03:41:51.000Z,6.875,3.98,6.035,Joy,"['great', 'job', 'good', 'effort']",0.02,0.76,0.02,0.02,0.02,0.02,0.02,0.02
916,2012-06-13T03:15:18.000Z,5.91,3.81,5.59,Anticipation,['dude'],0.03,0.03,0.03,0.03,0.03,0.66,0.03,0.03
917,2012-06-12T14:32:11.000Z,6.025,3.6033333333333335,5.5233333333333325,Sadness,"['see', 'one', 'headline', 'photograph', 'make', 'one']",0.67,0.03,0.03,0.03,0.03,0.03,0.03,0.03
918,2012-06-12T03:29:16.000Z,4.835,5.1975,4.6875,Trust,"['neg-team', 'neg-college', 'world', 'series']",0.05,0.05,0.54,0.05,0.05,0.05,0.05,0.05
920,2012-06-12T02:34:04.000Z,5.6850000000000005,3.165,5.43,Trust,"['hog', 'tweet', 'read', 'one']",0.04,0.04,0.63,0.04,0.04,0.04,0.04,0.04
921,2012-06-12T02:30:33.000Z,6.428333333333333,4.673333333333334,6.065,Trust,"['call', 'hold', 'score', 'hold', 'go', 'easy']",0.03,0.03,0.71,0.03,0.03,0.03,0.03,0.03
922,2012-06-12T02:29:45.000Z,6.2625,4.1,5.575,Joy,"['game', 'hog', 'feel', 'like']",0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03
923,2012-06-12T02:27:21.000Z,4.81,4.62,5.65,Surprise,['sorry'],0.05,0.05,0.05,0.05,0.53,0.05,0.05,0.05
924,2012-06-11T21:57:49.000Z,5.6110000000000015,4.35,5.341,Joy,"['week', 'leave', 'job', 'excite', 'get', 'corporate', 'life', 'back', 'student', 'fall']",0.04,0.62,0.04,0.04,0.04,0.04,0.04,0.04
925,2012-06-11T15:39:34.000Z,5.15,3.86,5.153333333333333,Joy,"['nice', 'dirt', 'wrinkle']",0.05,0.57,0.05,0.05,0.05,0.05,0.05,0.05
926,2012-06-11T14:38:48.000Z,5.215714285714286,4.1171428571428565,5.214285714285714,Sadness,"['lazy', 'natural', 'food', 'employee', 'strike', 'store', 'close']",0.58,0.05,0.05,0.05,0.05,0.05,0.05,0.05
927,2012-06-10T19:20:28.000Z,6.42,3.33,6.08,Trust,['fish'],0.03,0.03,0.71,0.03,0.03,0.03,0.03,0.03
928,2012-06-07T20:41:02.000Z,7.17,5.446666666666666,6.906666666666666,Joy,"['awesome', 'make', 'laugh']",0.01,0.8,0.01,0.01,0.01,0.01,0.01,0.01
929,2012-06-07T14:19:48.000Z,5.6979999999999995,3.858,6.224,Sadness,"['moment', 'realize', 'use', 'main', 'password']",0.63,0.04,0.04,0.04,0.04,0.04,0.04,0.04
930,2012-06-07T04:09:33.000Z,6.195,4.17,5.365,Joy,"['talk', 'rainstorm']",0.03,0.69,0.03,0.03,0.03,0.03,0.03,0.03
931,2012-06-06T14:45:07.000Z,5.615,4.805,5.04,Trust,"['meet', 'crazy']",0.04,0.04,0.62,0.04,0.04,0.04,0.04,0.04
932,2012-06-06T14:02:42.000Z,6.6275,4.3825,6.035,Surprise,"['find', 'spirit', 'animal', 'vehicle']",0.02,0.02,0.02,0.02,0.74,0.02,0.02,0.02
933,2012-06-06T02:38:32.000Z,5.209,4.919,5.132999999999999,Trust,"['want', 'know', 'neg-one', 'neg-watch', 'hear', 'cover', 'monarchy', 'democracy', 'would', 'neg-know']",0.05,0.05,0.58,0.05,0.05,0.05,0.05,0.05
934,2012-06-05T23:21:29.000Z,6.72,4.783333333333333,5.883333333333334,Trust,"['show', 'sound', 'hilarious']",0.02,0.02,0.75,0.02,0.02,0.02,0.02,0.02
935,2012-06-04T17:58:25.000Z,4.5,6.57,4.47,Sadness,['neg-happen'],0.5,0.06,0.06,0.06,0.06,0.06,0.06,0.06
937,2012-06-04T16:04:22.000Z,5.301666666666667,4.535,5.075,Fear,"['feeling', 'zombie', 'apocalypse', 'get', 'wear', 'costume']",0.04,0.04,0.04,0.59,0.04,0.04,0.04,0.04
938,2012-06-03T15:01:28.000Z,6.775,3.665,6.425,Sadness,"['wish', 'morning']",0.75,0.02,0.02,0.02,0.02,0.02,0.02,0.02
939,2012-06-03T04:32:03.000Z,5.843333333333334,4.566666666666666,5.5244444444444465,Joy,"['awesome', 'day', 'go', 'big', 'bluff', 'feel', 'like', 'zombie', 'tire']",0.04,0.65,0.04,0.04,0.04,0.04,0.04,0.04
940,2012-06-01T20:36:55.000Z,5.193333333333333,4.298333333333333,5.323333333333333,Trust,"['neg-huge', 'neg-fan', 'car', 'admit', 'one', 'do']",0.05,0.05,0.58,0.05,0.05,0.05,0.05,0.05
941,2012-06-01T13:44:49.000Z,5.63857142857143,4.365714285714286,5.345714285714286,Joy,"['month', 'work', 'week', 'month', 'move', 'crazy', 'summer']",0.04,0.63,0.04,0.04,0.04,0.04,0.04,0.04
942,2012-06-01T13:04:13.000Z,5.941111111111113,4.588888888888889,5.675555555555557,Disgust,"['sick', 'joke', 'queen', 'eat', 'traditional', 'jubilee', 'pie', 'make', 'eel']",0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.66
943,2012-06-01T13:03:24.000Z,6.025,4.49,5.8450000000000015,Surprise,"['show', 'skirt']",0.03,0.03,0.03,0.03,0.67,0.03,0.03,0.03
944,2012-05-31T18:36:32.000Z,5.5280000000000005,4.776,5.664,Fear,"['go', 'watch', 'man', 'eat', 'spider']",0.04,0.04,0.04,0.61,0.04,0.04,0.04,0.04
945,2012-05-31T13:40:52.000Z,5.734999999999999,4.115,5.275,Surprise,"['join', 'big']",0.04,0.04,0.04,0.04,0.64,0.04,0.04,0.04
947,2012-05-31T00:39:13.000Z,6.5280000000000005,3.926,6.072,Surprise,"['thanks', 'use', 'shower', 'need', 'clean']",0.02,0.02,0.02,0.02,0.73,0.02,0.02,0.02
949,2012-05-29T23:25:04.000Z,7.5,4.1,6.67,Trust,['sing'],0.01,0.01,0.83,0.01,0.01,0.01,0.01,0.01
950,2012-05-29T03:52:16.000Z,5.832000000000002,4.378,5.42,Trust,"['run', 'stair', 'like', 'gorilla', 'way']",0.04,0.04,0.65,0.04,0.04,0.04,0.04,0.04
951,2012-05-28T23:42:01.000Z,5.74,5.1,5.75,Trust,['ultimate'],0.04,0.04,0.64,0.04,0.04,0.04,0.04,0.04
952,2012-05-27T21:13:24.000Z,5.5245454545454535,4.672727272727274,5.20090909090909,Joy,"['mow', 'yard', 'hope', 'dumb', 'sister', 'know', 'love', 'risk', 'sunburn', 'scorching', 'sun']",0.04,0.61,0.04,0.04,0.04,0.04,0.04,0.04
953,2012-05-27T05:14:16.000Z,5.4,3.58,5.48,Trust,['black'],0.04,0.04,0.6,0.04,0.04,0.04,0.04,0.04
954,2012-05-25T04:43:30.000Z,2.43,4.81,4.17,Trust,['mean'],0.09,0.09,0.27,0.09,0.09,0.09,0.09,0.09
955,2012-05-25T01:03:10.000Z,3.25,5.38,5.67,Trust,['sinner'],0.08,0.08,0.36,0.08,0.08,0.08,0.08,0.08
956,2012-05-24T22:04:41.000Z,5.795,4.734999999999999,5.029999999999999,Surprise,"['marry', 'confuse']",0.04,0.04,0.04,0.04,0.64,0.04,0.04,0.04
957,2012-05-23T23:35:18.000Z,6.355,3.4275,5.9075,Joy,"['look', 'good', 'picture', 'medium']",0.03,0.71,0.03,0.03,0.03,0.03,0.03,0.03
958,2012-05-23T16:50:32.000Z,5.975,3.655,5.922999999999999,Trust,"['percent', 'people', 'think', 'laser', 'awesome', 'pew', 'pew', 'pew', 'research', 'center']",0.03,0.03,0.66,0.03,0.03,0.03,0.03,0.03
960,2012-05-22T16:28:37.000Z,5.52625,3.57375,5.71,Joy,"['invest', 'remove', 'human', 'bias', 'pioneer', 'add', 'human', 'back']",0.04,0.61,0.04,0.04,0.04,0.04,0.04,0.04
961,2012-05-22T03:30:15.000Z,3.91,4.79,5.1,Disgust,"['disgusting', 'thing']",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.43
962,2012-05-22T03:27:12.000Z,6.287142857142857,5.0371428571428565,5.765714285714287,Trust,"['neg-consider', 'true', 'college', 'stadium', 'love', 'build', 'athletic']",0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03
963,2012-05-22T03:24:51.000Z,4.5,4.515,4.67,Joy,"['full', 'annoying']",0.06,0.5,0.06,0.06,0.06,0.06,0.06,0.06
964,2012-05-22T03:07:38.000Z,5.797999999999999,3.9,5.746,Trust,"['reclaim', 'place', 'video', 'board', 'size']",0.04,0.04,0.64,0.04,0.04,0.04,0.04,0.04
965,2012-05-21T19:46:18.000Z,6.6433333333333335,4.4944444444444445,6.514444444444447,Joy,"['great', 'weekend', 'hike', 'bend', 'sure', 'make', 'work', 'super', 'awesome']",0.02,0.74,0.02,0.02,0.02,0.02,0.02,0.02
966,2012-05-21T16:51:14.000Z,5.725,4.61625,5.58125,Joy,"['note', 'self', 'diet', 'coke', 'coke', 'neg-good', 'idea', 'run']",0.04,0.64,0.04,0.04,0.04,0.04,0.04,0.04
967,2012-05-18T11:44:38.000Z,4.23,4.735,4.245,Anticipation,"['final', 'cut']",0.06,0.06,0.06,0.06,0.06,0.47,0.06,0.06
968,2012-05-17T22:42:15.000Z,5.266,5.392,5.098,Surprise,"['like', 'neg-one', 'neg-care', 'woman', 'softball']",0.04,0.04,0.04,0.04,0.59,0.04,0.04,0.04
969,2012-05-17T19:18:40.000Z,6.088333333333333,3.9066666666666654,6.0616666666666665,Anticipation,"['three', 'hour', 'weekend', 'hike', 'canoe', 'begin']",0.03,0.03,0.03,0.03,0.03,0.68,0.03,0.03
970,2012-05-17T13:18:20.000Z,6.4250000000000025,3.93,5.775,Trust,"['congrats', 'dude']",0.03,0.03,0.71,0.03,0.03,0.03,0.03,0.03
971,2012-05-17T11:52:34.000Z,5.546,3.77,6.026,Trust,"['advocate', 'way', 'advocate', 'cause', 'call']",0.04,0.04,0.62,0.04,0.04,0.04,0.04,0.04
972,2012-05-16T21:51:06.000Z,6.4833333333333325,4.7,5.3533333333333335,Surprise,"['guy', 'name', 'gold']",0.03,0.03,0.03,0.03,0.72,0.03,0.03,0.03
973,2012-05-16T18:13:42.000Z,7.36,5.25,7.0,Sadness,['clever'],0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01
974,2012-05-15T21:09:46.000Z,5.3175,4.1675,5.8900000000000015,Surprise,"['step', 'come', 'work', 'neg-break']",0.04,0.04,0.04,0.04,0.59,0.04,0.04,0.04
975,2012-05-15T00:38:17.000Z,4.82,4.16,5.263333333333334,Surprise,"['lake', 'wheat', 'jealous']",0.05,0.05,0.05,0.05,0.54,0.05,0.05,0.05
976,2012-05-14T17:14:20.000Z,6.0325,3.53,6.4775,Joy,"['poet', 'silent', 'subject', 'cheese']",0.03,0.67,0.03,0.03,0.03,0.03,0.03,0.03
977,2012-05-14T14:49:07.000Z,5.8725000000000005,4.715,5.39625,Joy,"['give', 'caffeine', 'relapse', 'neg-addict', 'caffeine', 'headache', 'like', 'ice']",0.04,0.65,0.04,0.04,0.04,0.04,0.04,0.04
978,2012-05-11T02:25:17.000Z,5.747999999999998,3.536,5.932,Sadness,"['pay', 'attention', 'baseball', 'year', 'sigh']",0.64,0.04,0.04,0.04,0.04,0.04,0.04,0.04
979,2012-05-10T12:35:27.000Z,5.781428571428571,4.022857142857143,5.754285714285714,Fear,"['teeth', 'fine', 'go', 'dentist', 'office', 'hear', 'song']",0.04,0.04,0.04,0.64,0.04,0.04,0.04,0.04
980,2012-05-09T00:38:31.000Z,5.753333333333333,4.8533333333333335,5.363333333333333,Sadness,"['think', 'go', 'twitch']",0.64,0.04,0.04,0.04,0.04,0.04,0.04,0.04
981,2012-05-08T21:36:10.000Z,5.556,4.7860000000000005,5.684,Trust,"['neg-final', 'neg-year', 'know', 'get', 'grade']",0.04,0.04,0.62,0.04,0.04,0.04,0.04,0.04
982,2012-05-08T14:51:26.000Z,5.796666666666668,4.273333333333333,6.236666666666666,Joy,"['eat', 'organic', 'bit', 'expensive', 'benefit', 'health']",0.04,0.64,0.04,0.04,0.04,0.04,0.04,0.04
983,2012-05-08T13:59:46.000Z,5.1125,4.1375,5.425,Joy,"['man', 'late', 'wait', 'bed']",0.05,0.57,0.05,0.05,0.05,0.05,0.05,0.05
984,2012-05-08T13:56:02.000Z,4.973333333333334,4.443333333333333,4.9383333333333335,Joy,"['little', 'sore', 'mile', 'run', 'yoga', 'neg-fix']",0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
985,2012-05-08T13:38:30.000Z,4.9375,3.875,5.31,Joy,"['late', 'scripture', 'tire', 'morning']",0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
986,2012-05-08T13:32:39.000Z,5.69142857142857,4.141428571428572,5.868571428571428,Joy,"['work', 'suck', 'get', 'pay', 'way', 'college', 'student']",0.04,0.63,0.04,0.04,0.04,0.04,0.04,0.04
988,2012-05-06T19:41:16.000Z,5.337999999999999,3.14,4.788,Surprise,"['mow', 'lawn', 'short', 'rain', 'delay']",0.04,0.04,0.04,0.04,0.59,0.04,0.04,0.04
989,2012-05-05T00:51:01.000Z,6.37,4.32125,5.65,Trust,"['like', 'magic', 'bag', 'single', 'important', 'structure', 'know', 'mankind']",0.03,0.03,0.71,0.03,0.03,0.03,0.03,0.03
990,2012-05-04T14:31:37.000Z,5.002,4.68,4.742,Trust,"['live', 'lame', 'saw', 'star', 'war']",0.05,0.05,0.56,0.05,0.05,0.05,0.05,0.05
992,2012-05-03T19:06:10.000Z,5.46,4.0,5.666666666666668,Trust,"['stop', 'nutrition', 'label']",0.04,0.04,0.61,0.04,0.04,0.04,0.04,0.04
993,2012-05-03T19:01:46.000Z,5.48,3.783333333333333,5.026666666666666,Anticipation,"['sweat', 'chicken', 'suit']",0.04,0.04,0.04,0.04,0.04,0.61,0.04,0.04
994,2012-05-03T19:01:29.000Z,6.63125,4.235,6.09,Joy,"['joke', 'believe', 'equality', 'demonstrate', 'independence', 'open', 'pickle', 'jar']",0.02,0.74,0.02,0.02,0.02,0.02,0.02,0.02
995,2012-05-03T15:17:37.000Z,4.8525,4.73,4.765,Trust,"['neg-think', 'one', 'neg-think', 'think']",0.05,0.05,0.54,0.05,0.05,0.05,0.05,0.05
996,2012-05-03T13:47:18.000Z,5.46,3.99,5.215,Trust,"['camper', 'counselor']",0.04,0.04,0.61,0.04,0.04,0.04,0.04,0.04
997,2012-05-03T02:50:46.000Z,6.176,5.14,6.136,Trust,"['pretend', 'sportsmanship', 'real', 'flame', 'win']",0.03,0.03,0.69,0.03,0.03,0.03,0.03,0.03
998,2012-05-02T21:17:13.000Z,4.9925,5.35,4.6775,Sadness,"['camper', 'neg-session', 'video', 'cry']",0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
999,2012-05-02T20:19:02.000Z,5.519,4.144,5.454,Joy,"['tedious', 'merge', 'work', 'listen', 'hog', 'baseball', 'game', 'radio', 'want', 'stadium']",0.04,0.61,0.04,0.04,0.04,0.04,0.04,0.04
1000,2012-05-02T19:29:00.000Z,4.49,4.3,5.17,Surprise,"['get', 'mistake']",0.06,0.06,0.06,0.06,0.5,0.06,0.06,0.06
1001,2012-05-02T18:17:21.000Z,4.728571428571429,4.988571428571428,4.362857142857143,Sadness,"['new', 'rule', 'neg-wake', 'weekday', 'neg-allow', 'neg-vote', 'election']",0.53,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1002,2012-05-02T17:59:34.000Z,6.0375,3.94,6.045,Surprise,"['come', 'place', 'perform', 'kitchen']",0.03,0.03,0.03,0.03,0.67,0.03,0.03,0.03
1003,2012-05-02T14:01:24.000Z,5.9625,4.1875,5.94,Anticipation,"['wonder', 'stack', 'athlete', 'tribe']",0.03,0.03,0.03,0.03,0.03,0.66,0.03,0.03
1004,2012-05-02T01:35:01.000Z,4.34,4.783333333333333,5.383333333333333,Joy,"['post', 'paint', 'war']",0.06,0.48,0.06,0.06,0.06,0.06,0.06,0.06
1005,2012-05-01T14:59:14.000Z,4.525714285714286,4.848571428571429,5.178571428571429,Sadness,"['ozone', 'paint', 'war', 'facial', 'hair', 'neg-go', 'neg-like']",0.5,0.06,0.06,0.06,0.06,0.06,0.06,0.06
1006,2012-05-01T14:11:03.000Z,6.32,5.25,6.82,Trust,['diploma'],0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03
